User_ID,Page_views,Unique_visitors,Bounce_rate,Average_session_duration,Date,Products,Conversions,Conversion_path,Conversion_value,Device,Traffic_source,Age,Gender,Country,Product_views,Cart_abandonment,Product_reviews,Page
31c16478-aaae-400c-8031-e1c054a0a495,346,261,73,98.4,2020-01-01,Cat-Eye Sunglasses,13.0,https://Yourclothingbrand.com/store/sunglasses,165.41,Mobile,Paid Advertising,37,Female,Singapore,40,73,2,sunglasses
25556b69-4f8d-4e5c-95d4-59e53fc87e86,253,176,39,104.5,2020-01-01,Stylish Jacket,23.0,https://Yourclothingbrand.com/store/jackets,254.42,Mobile,Social Media,24,Female,Austria,44,69,1,jacket
b5c58b3e-e47d-4ece-a89c-223b303741c2,275,291,30,93.75,2020-01-01,Plaid Shirt,11.0,https://Yourclothingbrand.com/store/shirts,177.03,Desktop,Organic Search,24,Female,Canada,44,31,5,shirt
ef0bfa36-307c-4485-93ca-6c6a3b7a2c8a,377,229,56,64.85,2020-01-01,Skinny Jeans,10.0,https://Yourclothingbrand.com/store/jeans,291.18,Desktop,Social Media,49,Male,Canada,79,16,2,jeans
652a6b4a-482f-473e-96d5-3cd7b6babf2f,317,262,69,112.92,2020-01-01,Denim Shorts,18.0,https://Yourclothingbrand.com/store/shorts,128.32,Desktop,Social Media,42,Female,USA,31,80,4,shorts
ac79c904-1c1c-466f-82ea-559c5796aa46,217,339,19,102.2,2020-01-01,Dainty Jewelry,24.0,https://Yourclothingbrand.com/store/jewelry,188.81,Mobile,Social Media,66,Female,Canada,30,77,2,jewelry
d5196d2d-4ec0-4b86-b2cb-3f6828ae4fef,380,122,68,98.59,2020-01-01,Featured Products,26.0,https://Yourclothingbrand.com/home,234.88,Mobile,Social Media,62,Female,Canada,5,52,1,home
e2b42f7a-7e7d-4327-8056-3fe46ce771a6,272,371,42,105.59,2020-01-01,Bohemian Accessories,12.0,https://Yourclothingbrand.com/store/accessories,108.58,Desktop,Social Media,36,Female,Nigeria,75,13,3,accessories
848858fd-bf1a-4159-a319-59a175d1f714,362,168,26,100.37,2020-01-01,Chic Accessories,5.0,https://Yourclothingbrand.com/store/accessories,210.14,Desktop,Organic Search,67,Female,Australia,29,5,5,accessories
40490fb8-a867-41db-a2a4-65005fd7cf51,237,158,30,78.33,2020-01-01,Stylish Jacket,10.0,https://Yourclothingbrand.com/store/jackets,181.8,Desktop,Organic Search,40,Female,UK,14,13,2,jacket
73d1d154-5e53-46a4-bac8-69b427d4edd6,145,332,71,82.01,2020-01-01,Mission and Vision,3.0,https://Yourclothingbrand.com/about-us,271.8,Desktop,Paid Advertising,54,Female,UK,3,63,1,about us
02ccdf8c-58a6-40f9-8644-b508a4e4a332,100,146,16,93.52,2020-01-01,Tote Handbag,14.0,https://Yourclothingbrand.com/store/handbags,211.68,Desktop,Social Media,23,Male,New Zealand,66,34,4,handbag
7e69dacf-beaf-44da-b339-a2ecab7a7184,371,243,26,103.03,2020-01-01,Knitted Sweater,28.0,https://Yourclothingbrand.com/store/sweaters,50.4,Mobile,Social Media,66,Female,Australia,66,29,1,sweater
bea781e8-5fd1-44a0-a55d-14edb2fdc20e,184,124,18,90.54,2020-01-01,Statement Jewelry,4.0,https://Yourclothingbrand.com/store/jewelry,61.07,Desktop,Paid Advertising,67,Female,USA,71,70,1,jewelry
272729e9-9a95-414c-8884-407842472bba,230,380,11,102.76,2020-01-01,Inquiry Form,9.0,https://Yourclothingbrand.com/contacts,269.19,Desktop,Social Media,48,Female,Australia,17,34,4,contact
19b17be9-98af-412a-8f99-984ec7b78bde,265,299,79,82.9,2020-01-01,Personal Styling,10.0,https://Yourclothingbrand.com/services,99.46,Desktop,Organic Search,62,Female,Finland,69,60,3,services
1712cd8f-8b0a-4636-85dd-2c51ee28f771,324,367,47,88.55,2020-01-01,Fashionable Sunglasses,9.0,https://Yourclothingbrand.com/store/sunglasses,64.01,Desktop,Paid Advertising,51,Female,Australia,44,41,5,sunglasses
dd15e534-eaec-4e9e-a51e-8aa277951275,264,257,44,96.44,2020-01-01,Tote Handbag,6.0,https://Yourclothingbrand.com/store/handbags,226.35,Desktop,Paid Advertising,57,Female,USA,50,75,4,handbag
f55c5491-8104-4b07-b6cf-5fa7dae90131,271,207,68,118.51,2020-01-01,Mission and Vision,9.0,https://Yourclothingbrand.com/about-us,128.83,Desktop,Social Media,67,Female,Australia,28,80,1,about us
4a111efc-bee2-43ac-b6f9-987488d8ef4b,192,157,55,90.86,2020-01-01,Tote Handbag,4.0,https://Yourclothingbrand.com/store/handbags,89.33,Desktop,Paid Advertising,20,Male,New Zealand,36,60,2,handbag
6e19b7eb-f0f0-4135-b4f1-71bb5b62683b,191,123,74,97.6,2020-01-01,Denim Shirt,9.0,https://Yourclothingbrand.com/store/shirts,130.52,Desktop,Organic Search,61,Female,New Zealand,28,44,1,shirt
78aec849-cdd5-4f1f-8645-bd8730ec4ab1,161,388,29,68.32,2020-01-01,Featured Products,9.0,https://Yourclothingbrand.com/home,298.66,Desktop,Organic Search,21,Female,Finland,43,34,5,home
b920efeb-9c45-4516-af68-f6938091c472,100,216,77,106.6,2020-01-01,Fun Socks,17.0,https://Yourclothingbrand.com/store/socks,207.48,Desktop,Organic Search,62,Female,Finland,76,76,2,socks
21f5962a-e172-4e1e-98ec-2e3bd9440f2f,339,272,28,73.85,2020-01-01,Dainty Jewelry,15.0,https://Yourclothingbrand.com/store/jewelry,283.02,Desktop,Social Media,33,Female,USA,65,5,3,jewelry
30c2cde7-1668-4c6f-91ac-7de904bb215c,232,193,28,100.4,2020-01-01,Silk Scarf,18.0,https://Yourclothingbrand.com/store/scarves,289.9,Desktop,Organic Search,47,Female,USA,50,17,5,scarf
4c9ab069-fb78-4790-9100-b68ab9ecae90,335,329,74,100.36,2020-01-01,New Arrivals,13.0,https://Yourclothingbrand.com/home,275.6,Desktop,Social Media,22,Female,Netherlands,30,74,3,home
7bce64e5-82b1-4dcd-b667-8fe35d95e29c,207,249,65,61.21,2020-01-01,Company History,9.0,https://Yourclothingbrand.com/about-us,254.98,Desktop,Paid Advertising,67,Male,Singapore,31,19,5,about us
702e3fbb-44ec-4df7-9be3-7fd81cc44aa9,235,159,73,80.95,2020-01-01,Leather Wallet,25.0,https://Yourclothingbrand.com/store/wallets,52.27,Mobile,Social Media,30,Female,USA,5,28,3,wallet
c5e8fda4-337a-4ec0-8032-729e45e11a44,295,395,77,65.77,2020-01-01,Slim Wallet,8.0,https://Yourclothingbrand.com/store/wallets,209.69,Desktop,Organic Search,54,Male,France,31,41,1,wallet
15e55310-9d9b-4c39-a95a-571bda1f2ce1,111,225,27,82.64,2020-01-01,Woolen Scarf,28.0,https://Yourclothingbrand.com/store/scarves,295.03,Mobile,Organic Search,33,Male,USA,59,31,5,scarf
10e7a565-db12-41c3-bebb-4a1610adcdbb,137,187,76,93.75,2020-01-01,Yoga Activewear,9.0,https://Yourclothingbrand.com/store/activewear,209.25,Mobile,Social Media,19,Female,USA,17,39,2,activewear
802e03f9-7181-4eb2-9e98-3a3965e58a32,240,343,63,62.22,2020-01-01,Fashion Consultation,12.0,https://Yourclothingbrand.com/services,118.65,Mobile,Organic Search,64,Female,Singapore,64,8,3,services
a15dfcac-efbc-4e82-a297-bae1aa835da0,167,359,38,81.42,2020-01-01,Formal Shirt,4.0,https://Yourclothingbrand.com/store/shirts,163.0,Desktop,Paid Advertising,22,Female,UK,73,14,1,shirt
dc0eab4e-46af-4efc-914a-c62dd083c853,270,286,30,89.91,2020-01-01,Comfy Shorts,5.0,https://Yourclothingbrand.com/store/shorts,260.84,Desktop,Paid Advertising,50,Female,Nigeria,18,6,5,shorts
cb72d7b1-7486-4411-8211-2e167c3a1b9b,368,188,49,72.92,2020-01-01,Slim Wallet,8.0,https://Yourclothingbrand.com/store/wallets,241.54,Desktop,Paid Advertising,59,Male,Austria,28,69,4,wallet
6b181dec-adfb-41d8-8a82-4740f05c1458,298,112,19,86.92,2020-01-01,Classic Jeans,12.0,https://Yourclothingbrand.com/store/jeans,188.54,Desktop,Paid Advertising,23,Male,Austria,66,4,1,jeans
833e1409-1ddb-4306-865b-0fd75069d55c,328,251,22,80.13,2020-01-01,Patterned Socks,8.0,https://Yourclothingbrand.com/store/socks,151.29,Desktop,Paid Advertising,42,Female,Netherlands,49,71,5,socks
67e17e58-34c3-4bc1-9745-5015c178cd80,274,197,39,104.07,2020-01-01,Silk Scarf,3.0,https://Yourclothingbrand.com/store/scarves,135.26,Desktop,Paid Advertising,45,Female,France,49,63,5,scarf
2a1079f4-54d5-4b6c-80eb-48ca16a3b6de,226,138,21,104.46,2020-01-01,Classic Jeans,11.0,https://Yourclothingbrand.com/store/jeans,118.26,Desktop,Organic Search,40,Female,UK,16,33,2,jeans
cbbb28a5-39dd-4290-a89c-26f431bc11de,299,153,12,89.47,2020-01-01,Meet the Team,5.0,https://Yourclothingbrand.com/about-us,285.22,Desktop,Organic Search,28,Female,Nigeria,7,13,1,about us
e787dea4-7d02-4005-bcbf-0c78a5c51cd4,310,307,17,81.38,2020-01-01,Comfy Sneaker,7.0,https://Yourclothingbrand.com/store/sneakers,288.98,Desktop,Social Media,60,Female,Nigeria,65,47,2,sneaker
6f2586ee-6687-4dfd-8a1d-de29ff42a158,369,113,46,106.55,2020-01-01,Classic Jeans,12.0,https://Yourclothingbrand.com/store/jeans,277.29,Desktop,Social Media,54,Female,Austria,37,79,1,jeans
24f9d209-9fff-45e4-bea8-3ac22096d8c3,229,282,66,116.81,2020-01-01,Wide-Leg Pants,5.0,https://Yourclothingbrand.com/store/pants,148.38,Desktop,Paid Advertising,37,Female,UK,33,46,5,pants
64783566-538c-484f-a807-fc57b549da20,233,230,67,78.08,2020-01-01,Leather Wallet,13.0,https://Yourclothingbrand.com/store/wallets,244.8,Desktop,Organic Search,59,Male,Ireland,40,66,4,wallet
4fde90ec-0969-4589-bc2c-4a6985197da0,331,163,21,109.35,2020-01-01,Bohemian Accessories,13.0,https://Yourclothingbrand.com/store/accessories,144.09,Desktop,Paid Advertising,49,Female,Finland,20,49,5,accessories
cabf05ec-0d8b-4a35-82f3-c5e06b737d8e,159,283,38,67.11,2020-01-01,Chic Skirt,19.0,https://Yourclothingbrand.com/store/skirts,144.36,Desktop,Social Media,30,Male,Nigeria,45,14,5,skirt
f65e5fd4-5fd1-40eb-94b7-8f496e50f0b7,264,150,53,74.77,2020-01-01,Cat-Eye Sunglasses,5.0,https://Yourclothingbrand.com/store/sunglasses,184.81,Desktop,Organic Search,29,Male,Austria,29,11,2,sunglasses
08f16f25-3477-4224-bb6a-1cfa0e3133a7,381,133,70,111.96,2020-01-01,Bomber Jacket,33.0,https://Yourclothingbrand.com/store/jackets,242.51,Mobile,Social Media,61,Female,Australia,43,32,5,jacket
47d75f53-3c5f-491e-aa97-330f22428b0a,385,106,42,64.8,2020-01-01,Ripped Jeans,12.0,https://Yourclothingbrand.com/store/jeans,203.02,Desktop,Social Media,67,Female,UK,15,40,4,jeans
783510f5-49da-4aae-98b9-9d86d26b0182,231,368,26,107.35,2020-01-01,Stylish Jacket,9.0,https://Yourclothingbrand.com/store/jackets,114.7,Desktop,Organic Search,67,Female,Nigeria,14,51,1,jacket
64949342-407f-478f-82f3-1e8a96bbef6f,370,131,17,104.74,2020-01-01,Leather Jacket,6.0,https://Yourclothingbrand.com/store/jackets,271.67,Desktop,Paid Advertising,19,Female,UK,71,48,3,jacket
d8da3115-03c8-4f60-90b5-b6a595cbdf7e,189,162,26,60.06,2020-01-01,Floral Dress,9.0,https://Yourclothingbrand.com/store/dresses,171.41,Mobile,Organic Search,35,Female,USA,53,54,5,dress
7688f504-1e0d-427a-a1b0-d73171ee30d3,364,241,25,115.84,2020-01-01,Dainty Jewelry,13.0,https://Yourclothingbrand.com/store/jewelry,296.04,Mobile,Organic Search,45,Female,Austria,46,73,5,jewelry
03ad0ecd-0b26-47ca-9413-1bca983d53fd,247,376,46,77.07,2020-01-01,Stylish Hat,48.0,https://Yourclothingbrand.com/store/hats,55.57,Mobile,Social Media,37,Female,Austria,14,76,1,hat
e50f5e41-012b-432b-bee6-416c2c70937d,278,204,50,105.92,2020-01-01,Cozy Sweater,31.0,https://Yourclothingbrand.com/store/sweaters,95.63,Mobile,Social Media,61,Female,New Zealand,6,14,1,sweater
7984a7c2-31cc-4256-bc80-f63616dd3210,259,126,71,111.21,2020-01-01,Stylish Jacket,5.0,https://Yourclothingbrand.com/store/jackets,77.88,Mobile,Paid Advertising,67,Male,Singapore,54,27,2,jacket
3409c457-f81b-422f-adc9-ad76b571cc41,177,268,40,89.77,2020-01-01,Chic Accessories,8.0,https://Yourclothingbrand.com/store/accessories,80.86,Desktop,Organic Search,38,Male,Canada,22,60,4,accessories
bc6aa848-7de8-4b1a-a403-8c4158116e70,343,124,71,114.19,2020-01-01,Sneaker Collection,7.0,https://Yourclothingbrand.com/store/sneakers,298.42,Mobile,Paid Advertising,23,Female,Ireland,42,74,5,sneaker
d9661e79-789d-498b-9365-6eca879a8045,217,245,41,116.96,2020-01-01,Sporty Activewear,15.0,https://Yourclothingbrand.com/store/activewear,232.97,Desktop,Social Media,50,Female,Austria,62,66,1,activewear
05332169-1f21-4cf1-b6a7-5b722ad981a9,238,398,24,106.7,2020-01-01,Pleated Skirt,6.0,https://Yourclothingbrand.com/store/skirts,287.79,Desktop,Paid Advertising,70,Female,South Korea,1,7,2,skirt
b2c2d9a2-3832-405c-8f37-ea2c38780e6e,239,242,35,73.07,2020-01-01,Bomber Jacket,9.0,https://Yourclothingbrand.com/store/jackets,91.38,Desktop,Organic Search,30,Female,USA,77,22,4,jacket
be98e393-95f5-4e11-865d-7e283b267e26,269,175,36,70.85,2020-01-01,Vintage T-Shirt,20.0,https://Yourclothingbrand.com/store/t-shirts,271.37,Mobile,Organic Search,52,Female,New Zealand,10,71,1,t-shirt
47e5f423-9978-4337-b925-856f54988548,217,135,80,119.87,2020-01-01,Boho Jewelry,5.0,https://Yourclothingbrand.com/store/jewelry,94.82,Desktop,Paid Advertising,65,Female,Canada,19,1,4,jewelry
72a9927d-9a60-441e-9723-4a278e521b11,168,248,41,83.97,2020-01-01,Cashmere Sweater,11.0,https://Yourclothingbrand.com/store/sweaters,71.75,Desktop,Organic Search,22,Female,USA,34,75,1,sweater
bf648fe7-8a4f-400b-8ed2-79162ec6bd5c,313,255,13,79.63,2020-01-01,Beanie Hat,10.0,https://Yourclothingbrand.com/store/hats,185.32,Desktop,Organic Search,45,Female,Austria,70,26,4,hat
89015970-f7fa-4889-a5cb-40bfd495fcaf,359,388,54,93.55,2020-01-01,Beanie Hat,13.0,https://Yourclothingbrand.com/store/hats,147.34,Desktop,Social Media,21,Female,France,5,60,5,hat
e497c8af-d08b-4c22-afa0-121c3b07ee37,197,203,61,91.94,2020-01-01,Ankle Socks,15.0,https://Yourclothingbrand.com/store/socks,230.03,Desktop,Organic Search,22,Female,USA,15,70,4,socks
498e135c-6508-4f69-a221-f032cf3c2982,363,184,23,88.01,2020-01-01,Patterned Socks,8.0,https://Yourclothingbrand.com/store/socks,185.75,Desktop,Organic Search,37,Female,UK,8,57,5,socks
a1543384-286b-4b2e-8ad0-a8f70fa2c2ce,138,326,36,84.01,2020-01-01,Fun Socks,7.0,https://Yourclothingbrand.com/store/socks,182.65,Desktop,Paid Advertising,61,Female,Canada,33,37,5,socks
6e2b82d4-df92-4e25-b034-1abf08fb6009,261,149,24,100.41,2020-01-01,Winter Outerwear,15.0,https://Yourclothingbrand.com/store/outerwear,112.04,Mobile,Paid Advertising,50,Female,USA,6,15,4,outerwear
76409e59-87fa-446b-9610-37296c67b57d,210,141,34,77.94,2020-01-01,Dainty Jewelry,22.0,https://Yourclothingbrand.com/store/jewelry,200.47,Mobile,Social Media,36,Female,USA,20,40,2,jewelry
0932d090-6cdb-46ab-a0e8-ac4a9ebe7852,366,221,38,61.8,2020-01-01,Leather Wallet,15.0,https://Yourclothingbrand.com/store/wallets,243.87,Mobile,Organic Search,57,Female,USA,46,60,1,wallet
15c03c24-5fa0-4375-8145-d3da4e75f0c8,239,298,63,95.28,2020-01-01,Stylish Jacket,16.0,https://Yourclothingbrand.com/store/jackets,181.47,Mobile,Social Media,30,Male,USA,69,20,2,jacket
46a37a64-e017-41cd-940f-a6dab33127f1,104,188,49,74.74,2020-01-01,Knitted Sweater,6.0,https://Yourclothingbrand.com/store/sweaters,237.93,Mobile,Paid Advertising,49,Female,UK,52,31,4,sweater
20b5a7c9-2cdc-40c1-8a00-2d4b1ba7caf8,161,170,67,68.11,2020-01-01,Knitted Sweater,19.0,https://Yourclothingbrand.com/store/sweaters,97.54,Desktop,Social Media,44,Female,Australia,5,47,4,sweater
d03a20c7-9393-4fdb-80de-f9bc967e4de9,269,227,45,94.88,2020-01-01,Denim Shirt,13.0,https://Yourclothingbrand.com/store/shirts,238.7,Mobile,Paid Advertising,49,Female,USA,49,24,1,shirt
5758e530-f313-45c9-9beb-3c7fc0083466,312,200,62,75.43,2020-01-01,Denim Shirt,15.0,https://Yourclothingbrand.com/store/shirts,132.86,Desktop,Organic Search,40,Male,Nigeria,66,27,4,shirt
31990106-34a9-44e6-8502-ec54819eccf1,311,112,48,108.12,2020-01-01,Knitted Sweater,11.0,https://Yourclothingbrand.com/store/sweaters,173.0,Desktop,Social Media,35,Female,USA,21,65,1,sweater
1d439f45-a95c-4cd7-a8e2-6973513036e9,332,296,17,100.46,2020-01-01,Fashionable Outerwear,38.0,https://Yourclothingbrand.com/store/outerwear,295.15,Mobile,Social Media,62,Male,Nigeria,56,15,5,outerwear
ffc26206-782e-4f88-8740-842e8dfda4b0,205,356,56,86.95,2020-01-01,Leather Handbag,19.0,https://Yourclothingbrand.com/store/handbags,167.81,Mobile,Organic Search,68,Female,USA,19,3,4,handbag
d8a2c821-a59e-4c18-81a7-2db25bb97a59,340,178,14,100.74,2020-01-01,Tailored Pants,10.0,https://Yourclothingbrand.com/store/pants,192.35,Desktop,Organic Search,24,Female,Canada,50,43,4,pants
77594e84-cd0b-4f3e-a818-2ded10c024fe,157,309,53,108.46,2020-01-01,Ankle Socks,30.0,https://Yourclothingbrand.com/store/socks,254.47,Mobile,Organic Search,24,Male,USA,36,23,2,socks
ece60c10-7fd2-492e-9b97-777fe9c67d02,364,119,24,65.39,2020-01-01,Statement Jewelry,7.0,https://Yourclothingbrand.com/store/jewelry,154.17,Desktop,Paid Advertising,49,Male,Singapore,75,77,5,jewelry
352bff98-21a2-47c0-b9ff-155d1af71bc2,348,221,69,69.15,2020-01-01,Lightweight Outerwear,14.0,https://Yourclothingbrand.com/store/outerwear,190.68,Mobile,Paid Advertising,32,Male,UK,70,33,1,outerwear
423988ad-3460-4938-bae2-7dc3be1ec9e9,150,339,71,97.69,2020-01-01,Beanie Hat,5.0,https://Yourclothingbrand.com/store/hats,198.35,Desktop,Paid Advertising,45,Female,Austria,71,48,3,hat
86f21be7-853c-492e-8913-bd15a0d9e797,400,134,64,106.33,2020-01-01,Chic Accessories,12.0,https://Yourclothingbrand.com/store/accessories,114.07,Desktop,Paid Advertising,64,Male,Canada,42,21,1,accessories
2e8d03af-36b7-4e41-8050-8f81ffdb1ea4,222,345,45,106.29,2020-01-01,Boho Jewelry,15.0,https://Yourclothingbrand.com/store/jewelry,141.14,Desktop,Organic Search,50,Female,Australia,25,3,3,jewelry
aed5ecf2-db8f-45ad-889e-c491f69ffb69,380,340,79,73.37,2020-01-01,Vintage T-Shirt,17.0,https://Yourclothingbrand.com/store/t-shirts,204.84,Desktop,Social Media,21,Female,Germany,16,16,1,t-shirt
1965fa4f-4d93-4029-ba32-a422e01189ac,357,237,57,110.66,2020-01-01,Inquiry Form,6.0,https://Yourclothingbrand.com/contacts,148.94,Mobile,Paid Advertising,64,Female,UK,58,53,4,contact
5d27ce6b-c613-4a63-b3e7-b82ccf65b7b0,162,324,79,68.35,2020-01-01,Floral Dress,38.0,https://Yourclothingbrand.com/store/dresses,221.46,Mobile,Social Media,55,Female,USA,76,46,4,dress
825c39b6-e452-45a7-9310-f3131acd090c,369,392,28,103.23,2020-01-01,Comfy Shorts,15.0,https://Yourclothingbrand.com/store/shorts,164.98,Desktop,Organic Search,36,Female,Nigeria,73,29,2,shorts
dcd3b437-3847-41ed-91f0-600e7c40039c,277,170,45,99.18,2020-01-01,Denim Shirt,14.0,https://Yourclothingbrand.com/store/shirts,221.71,Desktop,Social Media,63,Female,USA,40,19,2,shirt
26b4b621-5291-4903-b7d5-6663d53fa1f7,355,377,21,76.19,2020-01-01,Lightweight Outerwear,7.0,https://Yourclothingbrand.com/store/outerwear,276.96,Mobile,Paid Advertising,47,Female,UK,23,13,3,outerwear
