User_ID,Products,Conversions,Conversion_path,Conversion_value,Device,Traffic_source
f66f0adf-2233-4d01-8e9d-6c4bd0a5591b,Cashmere Sweater,5.17213416979026,https://Yourclothingbrand.com/store/sweaters,194.4,Desktop,Paid Advertising
9bb62b2f-fb5b-4a34-bd10-30dc5fdea45b,Printed Scarf,6.9582261111788055,https://Yourclothingbrand.com/store/scarves,151.53,Desktop,Organic Search
5201222c-11ea-41ba-998b-a2e14183876f,Classic Jeans,7.259086053535759,https://Yourclothingbrand.com/store/jeans,275.09,Desktop,Paid Advertising
31c16478-aaae-400c-8031-e1c054a0a495,Cat-Eye Sunglasses,13.21391190442371,https://Yourclothingbrand.com/store/sunglasses,165.41,Mobile,Paid Advertising
25556b69-4f8d-4e5c-95d4-59e53fc87e86,Stylish Jacket,22.786791338645152,https://Yourclothingbrand.com/store/jackets,254.42,Mobile,Social Media
b5c58b3e-e47d-4ece-a89c-223b303741c2,Plaid Shirt,11.326949684525614,https://Yourclothingbrand.com/store/shirts,177.03,Desktop,Organic Search
ef0bfa36-307c-4485-93ca-6c6a3b7a2c8a,Skinny Jeans,9.749221738055056,https://Yourclothingbrand.com/store/jeans,291.18,Desktop,Social Media
652a6b4a-482f-473e-96d5-3cd7b6babf2f,Denim Shorts,17.520492044991002,https://Yourclothingbrand.com/store/shorts,128.32,Desktop,Social Media
ac79c904-1c1c-466f-82ea-559c5796aa46,Dainty Jewelry,23.739040369792612,https://Yourclothingbrand.com/store/jewelry,188.81,Mobile,Social Media
d5196d2d-4ec0-4b86-b2cb-3f6828ae4fef,Featured Products,26.411636675050833,https://Yourclothingbrand.com/home,234.88,Mobile,Social Media
e2b42f7a-7e7d-4327-8056-3fe46ce771a6,Bohemian Accessories,11.594079330734502,https://Yourclothingbrand.com/store/accessories,108.58,Desktop,Social Media
848858fd-bf1a-4159-a319-59a175d1f714,Chic Accessories,4.848528907764982,https://Yourclothingbrand.com/store/accessories,210.14,Desktop,Organic Search
40490fb8-a867-41db-a2a4-65005fd7cf51,Stylish Jacket,10.435950186615358,https://Yourclothingbrand.com/store/jackets,181.8,Desktop,Organic Search
73d1d154-5e53-46a4-bac8-69b427d4edd6,Mission and Vision,2.7958084399286527,https://Yourclothingbrand.com/about-us,271.8,Desktop,Paid Advertising
02ccdf8c-58a6-40f9-8644-b508a4e4a332,Tote Handbag,14.313966891244592,https://Yourclothingbrand.com/store/handbags,211.68,Desktop,Social Media
7e69dacf-beaf-44da-b339-a2ecab7a7184,Knitted Sweater,28.479421204623154,https://Yourclothingbrand.com/store/sweaters,50.4,Mobile,Social Media
bea781e8-5fd1-44a0-a55d-14edb2fdc20e,Statement Jewelry,3.8210257664649654,https://Yourclothingbrand.com/store/jewelry,61.07,Desktop,Paid Advertising
272729e9-9a95-414c-8884-407842472bba,Inquiry Form,9.163591126549516,https://Yourclothingbrand.com/contacts,269.19,Desktop,Social Media
19b17be9-98af-412a-8f99-984ec7b78bde,Personal Styling,10.38368988223193,https://Yourclothingbrand.com/services,99.46,Desktop,Organic Search
1712cd8f-8b0a-4636-85dd-2c51ee28f771,Fashionable Sunglasses,8.535968988737476,https://Yourclothingbrand.com/store/sunglasses,64.01,Desktop,Paid Advertising
dd15e534-eaec-4e9e-a51e-8aa277951275,Tote Handbag,6.248236324342961,https://Yourclothingbrand.com/store/handbags,226.35,Desktop,Paid Advertising
f55c5491-8104-4b07-b6cf-5fa7dae90131,Mission and Vision,8.850094508134683,https://Yourclothingbrand.com/about-us,128.83,Desktop,Social Media
4a111efc-bee2-43ac-b6f9-987488d8ef4b,Tote Handbag,3.9794124892948473,https://Yourclothingbrand.com/store/handbags,89.33,Desktop,Paid Advertising
6e19b7eb-f0f0-4135-b4f1-71bb5b62683b,Denim Shirt,9.451627385483814,https://Yourclothingbrand.com/store/shirts,130.52,Desktop,Organic Search
78aec849-cdd5-4f1f-8645-bd8730ec4ab1,Featured Products,8.793599209960215,https://Yourclothingbrand.com/home,298.66,Desktop,Organic Search
b920efeb-9c45-4516-af68-f6938091c472,Fun Socks,16.584439820669058,https://Yourclothingbrand.com/store/socks,207.48,Desktop,Organic Search
21f5962a-e172-4e1e-98ec-2e3bd9440f2f,Dainty Jewelry,15.403964561544166,https://Yourclothingbrand.com/store/jewelry,283.02,Desktop,Social Media
30c2cde7-1668-4c6f-91ac-7de904bb215c,Silk Scarf,17.56520950879773,https://Yourclothingbrand.com/store/scarves,289.9,Desktop,Organic Search
4c9ab069-fb78-4790-9100-b68ab9ecae90,New Arrivals,12.979453927471127,https://Yourclothingbrand.com/home,275.6,Desktop,Social Media
7bce64e5-82b1-4dcd-b667-8fe35d95e29c,Company History,9.36630582873833,https://Yourclothingbrand.com/about-us,254.98,Desktop,Paid Advertising
702e3fbb-44ec-4df7-9be3-7fd81cc44aa9,Leather Wallet,24.839608159210908,https://Yourclothingbrand.com/store/wallets,52.27,Mobile,Social Media
c5e8fda4-337a-4ec0-8032-729e45e11a44,Slim Wallet,7.650004161212255,https://Yourclothingbrand.com/store/wallets,209.69,Desktop,Organic Search
15e55310-9d9b-4c39-a95a-571bda1f2ce1,Woolen Scarf,27.730972936404523,https://Yourclothingbrand.com/store/scarves,295.03,Mobile,Organic Search
10e7a565-db12-41c3-bebb-4a1610adcdbb,Yoga Activewear,9.473225553207635,https://Yourclothingbrand.com/store/activewear,209.25,Mobile,Social Media
802e03f9-7181-4eb2-9e98-3a3965e58a32,Fashion Consultation,11.685766244557117,https://Yourclothingbrand.com/services,118.65,Mobile,Organic Search
a15dfcac-efbc-4e82-a297-bae1aa835da0,Formal Shirt,4.486241146753123,https://Yourclothingbrand.com/store/shirts,163.0,Desktop,Paid Advertising
dc0eab4e-46af-4efc-914a-c62dd083c853,Comfy Shorts,5.4812585669920635,https://Yourclothingbrand.com/store/shorts,260.84,Desktop,Paid Advertising
cb72d7b1-7486-4411-8211-2e167c3a1b9b,Slim Wallet,7.527631987151593,https://Yourclothingbrand.com/store/wallets,241.54,Desktop,Paid Advertising
6b181dec-adfb-41d8-8a82-4740f05c1458,Classic Jeans,12.215189001187674,https://Yourclothingbrand.com/store/jeans,188.54,Desktop,Paid Advertising
833e1409-1ddb-4306-865b-0fd75069d55c,Patterned Socks,8.415018107875673,https://Yourclothingbrand.com/store/socks,151.29,Desktop,Paid Advertising
67e17e58-34c3-4bc1-9745-5015c178cd80,Silk Scarf,2.529484616074909,https://Yourclothingbrand.com/store/scarves,135.26,Desktop,Paid Advertising
2a1079f4-54d5-4b6c-80eb-48ca16a3b6de,Classic Jeans,11.055554177751468,https://Yourclothingbrand.com/store/jeans,118.26,Desktop,Organic Search
cbbb28a5-39dd-4290-a89c-26f431bc11de,Meet the Team,4.666114587803189,https://Yourclothingbrand.com/about-us,285.22,Desktop,Organic Search
e787dea4-7d02-4005-bcbf-0c78a5c51cd4,Comfy Sneaker,7.465508619818898,https://Yourclothingbrand.com/store/sneakers,288.98,Desktop,Social Media
6f2586ee-6687-4dfd-8a1d-de29ff42a158,Classic Jeans,12.4591716718211,https://Yourclothingbrand.com/store/jeans,277.29,Desktop,Social Media
24f9d209-9fff-45e4-bea8-3ac22096d8c3,Wide-Leg Pants,4.530825830340615,https://Yourclothingbrand.com/store/pants,148.38,Desktop,Paid Advertising
64783566-538c-484f-a807-fc57b549da20,Leather Wallet,12.837238382744296,https://Yourclothingbrand.com/store/wallets,244.8,Desktop,Organic Search
4fde90ec-0969-4589-bc2c-4a6985197da0,Bohemian Accessories,13.284277920707137,https://Yourclothingbrand.com/store/accessories,144.09,Desktop,Paid Advertising
cabf05ec-0d8b-4a35-82f3-c5e06b737d8e,Chic Skirt,19.494279488179,https://Yourclothingbrand.com/store/skirts,144.36,Desktop,Social Media
f65e5fd4-5fd1-40eb-94b7-8f496e50f0b7,Cat-Eye Sunglasses,4.810669312491984,https://Yourclothingbrand.com/store/sunglasses,184.81,Desktop,Organic Search
08f16f25-3477-4224-bb6a-1cfa0e3133a7,Bomber Jacket,33.47111455097105,https://Yourclothingbrand.com/store/jackets,242.51,Mobile,Social Media
47d75f53-3c5f-491e-aa97-330f22428b0a,Ripped Jeans,11.904796553774288,https://Yourclothingbrand.com/store/jeans,203.02,Desktop,Social Media
783510f5-49da-4aae-98b9-9d86d26b0182,Stylish Jacket,8.654281790135297,https://Yourclothingbrand.com/store/jackets,114.7,Desktop,Organic Search
64949342-407f-478f-82f3-1e8a96bbef6f,Leather Jacket,6.35662666315104,https://Yourclothingbrand.com/store/jackets,271.67,Desktop,Paid Advertising
d8da3115-03c8-4f60-90b5-b6a595cbdf7e,Floral Dress,9.116848057788248,https://Yourclothingbrand.com/store/dresses,171.41,Mobile,Organic Search
7688f504-1e0d-427a-a1b0-d73171ee30d3,Dainty Jewelry,13.216875837723878,https://Yourclothingbrand.com/store/jewelry,296.04,Mobile,Organic Search
03ad0ecd-0b26-47ca-9413-1bca983d53fd,Stylish Hat,47.55399771562477,https://Yourclothingbrand.com/store/hats,55.57,Mobile,Social Media
e50f5e41-012b-432b-bee6-416c2c70937d,Cozy Sweater,30.673696916634828,https://Yourclothingbrand.com/store/sweaters,95.63,Mobile,Social Media
7984a7c2-31cc-4256-bc80-f63616dd3210,Stylish Jacket,4.866700959201929,https://Yourclothingbrand.com/store/jackets,77.88,Mobile,Paid Advertising
3409c457-f81b-422f-adc9-ad76b571cc41,Chic Accessories,7.968939240047433,https://Yourclothingbrand.com/store/accessories,80.86,Desktop,Organic Search
bc6aa848-7de8-4b1a-a403-8c4158116e70,Sneaker Collection,7.282782581332991,https://Yourclothingbrand.com/store/sneakers,298.42,Mobile,Paid Advertising
d9661e79-789d-498b-9365-6eca879a8045,Sporty Activewear,15.301998539345215,https://Yourclothingbrand.com/store/activewear,232.97,Desktop,Social Media
05332169-1f21-4cf1-b6a7-5b722ad981a9,Pleated Skirt,5.648011538658446,https://Yourclothingbrand.com/store/skirts,287.79,Desktop,Paid Advertising
b2c2d9a2-3832-405c-8f37-ea2c38780e6e,Bomber Jacket,8.530744652366176,https://Yourclothingbrand.com/store/jackets,91.38,Desktop,Organic Search
be98e393-95f5-4e11-865d-7e283b267e26,Vintage T-Shirt,19.882300430795336,https://Yourclothingbrand.com/store/t-shirts,271.37,Mobile,Organic Search
47e5f423-9978-4337-b925-856f54988548,Boho Jewelry,5.43251022171593,https://Yourclothingbrand.com/store/jewelry,94.82,Desktop,Paid Advertising
72a9927d-9a60-441e-9723-4a278e521b11,Cashmere Sweater,10.553440581444695,https://Yourclothingbrand.com/store/sweaters,71.75,Desktop,Organic Search
bf648fe7-8a4f-400b-8ed2-79162ec6bd5c,Beanie Hat,9.695727309025454,https://Yourclothingbrand.com/store/hats,185.32,Desktop,Organic Search
89015970-f7fa-4889-a5cb-40bfd495fcaf,Beanie Hat,12.872444434163171,https://Yourclothingbrand.com/store/hats,147.34,Desktop,Social Media
e497c8af-d08b-4c22-afa0-121c3b07ee37,Ankle Socks,15.277479515113482,https://Yourclothingbrand.com/store/socks,230.03,Desktop,Organic Search
498e135c-6508-4f69-a221-f032cf3c2982,Patterned Socks,7.7526583377961495,https://Yourclothingbrand.com/store/socks,185.75,Desktop,Organic Search
a1543384-286b-4b2e-8ad0-a8f70fa2c2ce,Fun Socks,6.898129989763036,https://Yourclothingbrand.com/store/socks,182.65,Desktop,Paid Advertising
6e2b82d4-df92-4e25-b034-1abf08fb6009,Winter Outerwear,15.041397592401518,https://Yourclothingbrand.com/store/outerwear,112.04,Mobile,Paid Advertising
76409e59-87fa-446b-9610-37296c67b57d,Dainty Jewelry,21.754884497540562,https://Yourclothingbrand.com/store/jewelry,200.47,Mobile,Social Media
0932d090-6cdb-46ab-a0e8-ac4a9ebe7852,Leather Wallet,14.677643202018979,https://Yourclothingbrand.com/store/wallets,243.87,Mobile,Organic Search
15c03c24-5fa0-4375-8145-d3da4e75f0c8,Stylish Jacket,15.80871640045393,https://Yourclothingbrand.com/store/jackets,181.47,Mobile,Social Media
46a37a64-e017-41cd-940f-a6dab33127f1,Knitted Sweater,6.089150814103913,https://Yourclothingbrand.com/store/sweaters,237.93,Mobile,Paid Advertising
20b5a7c9-2cdc-40c1-8a00-2d4b1ba7caf8,Knitted Sweater,19.25552276452322,https://Yourclothingbrand.com/store/sweaters,97.54,Desktop,Social Media
d03a20c7-9393-4fdb-80de-f9bc967e4de9,Denim Shirt,13.43590322043292,https://Yourclothingbrand.com/store/shirts,238.7,Mobile,Paid Advertising
5758e530-f313-45c9-9beb-3c7fc0083466,Denim Shirt,14.572846858765407,https://Yourclothingbrand.com/store/shirts,132.86,Desktop,Organic Search
31990106-34a9-44e6-8502-ec54819eccf1,Knitted Sweater,11.216908021927841,https://Yourclothingbrand.com/store/sweaters,173.0,Desktop,Social Media
1d439f45-a95c-4cd7-a8e2-6973513036e9,Fashionable Outerwear,37.88400753191848,https://Yourclothingbrand.com/store/outerwear,295.15,Mobile,Social Media
ffc26206-782e-4f88-8740-842e8dfda4b0,Leather Handbag,18.589981680777555,https://Yourclothingbrand.com/store/handbags,167.81,Mobile,Organic Search
d8a2c821-a59e-4c18-81a7-2db25bb97a59,Tailored Pants,10.325150255200754,https://Yourclothingbrand.com/store/pants,192.35,Desktop,Organic Search
77594e84-cd0b-4f3e-a818-2ded10c024fe,Ankle Socks,29.67213947499829,https://Yourclothingbrand.com/store/socks,254.47,Mobile,Organic Search
ece60c10-7fd2-492e-9b97-777fe9c67d02,Statement Jewelry,7.3378997406222695,https://Yourclothingbrand.com/store/jewelry,154.17,Desktop,Paid Advertising
352bff98-21a2-47c0-b9ff-155d1af71bc2,Lightweight Outerwear,13.782216803158644,https://Yourclothingbrand.com/store/outerwear,190.68,Mobile,Paid Advertising
423988ad-3460-4938-bae2-7dc3be1ec9e9,Beanie Hat,5.030302104314718,https://Yourclothingbrand.com/store/hats,198.35,Desktop,Paid Advertising
86f21be7-853c-492e-8913-bd15a0d9e797,Chic Accessories,12.09575541825046,https://Yourclothingbrand.com/store/accessories,114.07,Desktop,Paid Advertising
2e8d03af-36b7-4e41-8050-8f81ffdb1ea4,Boho Jewelry,14.645546338842225,https://Yourclothingbrand.com/store/jewelry,141.14,Desktop,Organic Search
aed5ecf2-db8f-45ad-889e-c491f69ffb69,Vintage T-Shirt,17.075663560218924,https://Yourclothingbrand.com/store/t-shirts,204.84,Desktop,Social Media
1965fa4f-4d93-4029-ba32-a422e01189ac,Inquiry Form,6.435234803213952,https://Yourclothingbrand.com/contacts,148.94,Mobile,Paid Advertising
5d27ce6b-c613-4a63-b3e7-b82ccf65b7b0,Floral Dress,37.80483854592359,https://Yourclothingbrand.com/store/dresses,221.46,Mobile,Social Media
825c39b6-e452-45a7-9310-f3131acd090c,Comfy Shorts,15.35397346952538,https://Yourclothingbrand.com/store/shorts,164.98,Desktop,Organic Search
dcd3b437-3847-41ed-91f0-600e7c40039c,Denim Shirt,14.118310471927819,https://Yourclothingbrand.com/store/shirts,221.71,Desktop,Social Media
26b4b621-5291-4903-b7d5-6663d53fa1f7,Lightweight Outerwear,7.015365512542882,https://Yourclothingbrand.com/store/outerwear,276.96,Mobile,Paid Advertising
5f05d718-75fa-480b-815a-e2853cc29009,Cashmere Sweater,12.909428776126163,https://Yourclothingbrand.com/store/sweaters,210.02,Desktop,Social Media
64890e59-e951-4812-bbcd-c0e5ea7bb7c1,Elegant Sneaker,14.233592111940371,https://Yourclothingbrand.com/store/sneakers,298.4,Desktop,Organic Search
abd44a2c-5d18-4d73-baa6-95fa6ecf8820,Maxi Dress,4.512210287229452,https://Yourclothingbrand.com/store/dresses,238.18,Desktop,Paid Advertising
bdb8cd12-1e47-4a56-be70-2f1a791efc33,Inquiry Form,16.074829240178538,https://Yourclothingbrand.com/contacts,212.44,Desktop,Social Media
7def99db-ee12-4c33-96fc-6f6263a6d09b,Company History,12.285460701891045,https://Yourclothingbrand.com/about-us,166.3,Desktop,Organic Search
d548319a-ba14-4288-9dee-a84b9713d1cc,Tailored Pants,19.503109024307722,https://Yourclothingbrand.com/store/pants,233.87,Mobile,Social Media
529551f9-5436-4bed-8abf-0e96cb98ef00,Leather Jacket,12.435285540655174,https://Yourclothingbrand.com/store/jackets,95.41,Desktop,Paid Advertising
911b3762-d999-4541-8a2c-5bae1b299612,Featured Products,5.435191387366976,https://Yourclothingbrand.com/home,63.77,Desktop,Paid Advertising
af708dcb-4f7b-4ae6-8b90-a4011e05f5e2,Leather Handbag,19.42440795355521,https://Yourclothingbrand.com/store/handbags,252.88,Desktop,Social Media
fcfa0c41-8a64-42ec-b1b4-ba2b160011ad,Winter Outerwear,13.260318833620344,https://Yourclothingbrand.com/store/outerwear,93.66,Desktop,Organic Search
d1e363ce-7978-424d-9acc-8c7fbd8c5890,Tailored Pants,16.517338145734012,https://Yourclothingbrand.com/store/pants,183.96,Desktop,Social Media
c7b3fa98-c022-4738-8bd6-dd5f343a9b5f,Woolen Scarf,11.335650017490199,https://Yourclothingbrand.com/store/scarves,230.01,Desktop,Social Media
7ea4857c-dde1-4d46-b3a5-68fa54e3f500,Chic Accessories,7.499153219591888,https://Yourclothingbrand.com/store/accessories,251.41,Mobile,Paid Advertising
458dad62-d406-469f-8deb-f2645a5c6fcc,Support Email,9.837915418973482,https://Yourclothingbrand.com/contacts,115.87,Desktop,Paid Advertising
5fa04512-1c51-4b14-8a90-e19e1a129b86,Special Offers,9.47496041482244,https://Yourclothingbrand.com/home,100.0,Mobile,Organic Search
62bbd346-7547-447c-8f83-2b236a1b6810,Skinny Jeans,6.040860768577703,https://Yourclothingbrand.com/store/jeans,86.87,Desktop,Paid Advertising
16b975c7-d445-4fa3-ab95-e32d3406dfac,Cashmere Sweater,16.080937079143443,https://Yourclothingbrand.com/store/sweaters,288.4,Desktop,Social Media
c808fdfb-9037-4255-bbe3-93dc8cba24b3,Aviator Sunglasses,28.362768145704482,https://Yourclothingbrand.com/store/sunglasses,295.71,Mobile,Organic Search
5289a56e-0b9a-481c-a476-06b0d6133ef7,Sneaker Collection,32.96214115807266,https://Yourclothingbrand.com/store/sneakers,234.78,Mobile,Social Media
4f0b3b91-61b6-4d8d-bd92-b465a5c85639,Leather Handbag,21.8998543859241,https://Yourclothingbrand.com/store/handbags,227.94,Desktop,Social Media
f54645c5-6c5b-4801-8a8f-4a43e9350811,Tote Handbag,6.634370004293683,https://Yourclothingbrand.com/store/handbags,270.48,Desktop,Social Media
aa5a0764-fb4f-43e5-aace-6f5fd19e6a54,Vintage T-Shirt,21.22542937679392,https://Yourclothingbrand.com/store/t-shirts,110.76,Mobile,Social Media
30eb157a-3ab9-45cc-a4b7-83e6c7e03d8c,Fashion Consultation,5.9642132801974075,https://Yourclothingbrand.com/services,177.9,Desktop,Paid Advertising
0d36c7fb-4368-46a1-b82d-046a7ffc82fb,Clothing Rental,14.11867995691257,https://Yourclothingbrand.com/services,158.88,Mobile,Social Media
80579611-9511-4e0b-9cbd-fc2d7612b5aa,Denim Shirt,9.308585602969252,https://Yourclothingbrand.com/store/shirts,88.58,Mobile,Social Media
336c6e33-11de-441b-9024-8a8d7bf8c316,Silk Scarf,12.269431901104445,https://Yourclothingbrand.com/store/scarves,242.79,Mobile,Paid Advertising
79b94c1d-5e8a-4b9e-b067-53d92a039546,Designer Wallet,13.245520495791652,https://Yourclothingbrand.com/store/wallets,236.22,Desktop,Social Media
be92fc0f-50ae-4225-9958-80a8ff316520,Personal Styling,17.111937334217647,https://Yourclothingbrand.com/services,108.62,Desktop,Organic Search
00a05bc9-52a1-4e62-b35b-5b0df1bc94f1,Tote Handbag,11.357027574503674,https://Yourclothingbrand.com/store/handbags,210.13,Desktop,Organic Search
06f6a236-65d8-4e97-b061-244fa8152234,Comfy Sneaker,17.809484120752938,https://Yourclothingbrand.com/store/sneakers,99.12,Desktop,Social Media
5369654e-3411-40f1-9677-93562905f5fb,Sporty Shorts,16.107733348473854,https://Yourclothingbrand.com/store/shorts,281.31,Desktop,Organic Search
fad63c75-a8ae-4067-bc31-522ac477ee21,Vintage T-Shirt,12.056823772028448,https://Yourclothingbrand.com/store/t-shirts,64.9,Mobile,Organic Search
6b228e31-9cc7-4ddb-904e-7921145ff640,Midi Skirt,30.99828657733646,https://Yourclothingbrand.com/store/skirts,124.68,Mobile,Social Media
afa8cd6d-d688-4068-b04a-a6c2a7169c48,Cashmere Sweater,6.163385057486995,https://Yourclothingbrand.com/store/sweaters,276.45,Desktop,Paid Advertising
142cc389-7ef4-404e-9354-87b22ca253ed,Fashionable Outerwear,30.69529911692186,https://Yourclothingbrand.com/store/outerwear,207.08,Mobile,Organic Search
e326a26a-ea18-4749-91d9-271cfe114d03,Denim Shirt,39.9099533042145,https://Yourclothingbrand.com/store/shirts,170.72,Mobile,Social Media
a4d67920-7a17-4714-9672-5d03a8580f10,Elegant Sneaker,10.504295353220904,https://Yourclothingbrand.com/store/sneakers,210.12,Desktop,Social Media
b3ed0643-329e-4574-9fea-bd4a987da697,Fashion Consultation,8.292949458977311,https://Yourclothingbrand.com/services,194.17,Desktop,Social Media
b18b98c8-cbd9-42f4-a3d0-7eae446587d5,Formal Shirt,15.798019715167106,https://Yourclothingbrand.com/store/shirts,97.19,Mobile,Paid Advertising
ac4f1532-51e2-454a-8929-1e7f2afef5cb,Denim Shirt,8.140341180151927,https://Yourclothingbrand.com/store/shirts,179.54,Desktop,Paid Advertising
ae73cf49-bf0d-4ccf-b6f6-475b0a008a8e,Fashion Consultation,11.861952005414784,https://Yourclothingbrand.com/services,151.45,Desktop,Organic Search
0bd56715-29be-4288-b70b-b5290a87192a,Winter Outerwear,11.376387078134597,https://Yourclothingbrand.com/store/outerwear,285.35,Desktop,Organic Search
8de373ce-a423-44bc-b589-1f70435428af,Clothing Rental,9.529324137732576,https://Yourclothingbrand.com/services,243.82,Desktop,Social Media
bb1f8560-975a-4692-aa3b-dcae50bf1470,Denim Shirt,17.331720773542934,https://Yourclothingbrand.com/store/shirts,108.66,Mobile,Paid Advertising
eb096c6c-4464-410d-aa2a-90d7454a3915,Wide-Leg Pants,3.9831704275906943,https://Yourclothingbrand.com/store/pants,248.19,Mobile,Paid Advertising
04fb652e-863b-47b1-8338-addd9b5267ef,Denim Shirt,15.170988703047572,https://Yourclothingbrand.com/store/shirts,64.23,Desktop,Social Media
e4f8c79d-5e08-4240-ae83-f985faee4f76,Fedora Hat,3.5454428979344965,https://Yourclothingbrand.com/store/hats,187.15,Desktop,Paid Advertising
d244d0a7-7aaa-4193-9627-31a457765b32,Skinny Jeans,7.910217897363907,https://Yourclothingbrand.com/store/jeans,195.78,Desktop,Organic Search
6058b209-44c4-47ac-9c25-5201c3b4b711,Printed Scarf,12.802595453687365,https://Yourclothingbrand.com/store/scarves,256.25,Mobile,Paid Advertising
b791c614-6e19-4fec-9ce0-ab92835f0e0e,Skinny Jeans,15.075401211015405,https://Yourclothingbrand.com/store/jeans,225.62,Desktop,Social Media
1d9849de-60e1-4dc3-ac66-c8892f5e4551,Stylish Jacket,8.8939046581403,https://Yourclothingbrand.com/store/jackets,63.15,Desktop,Paid Advertising
56fd7d63-b5eb-44f3-b5ae-b03bfdfa5cd2,Elegant Sneaker,47.246160921727636,https://Yourclothingbrand.com/store/sneakers,163.28,Mobile,Social Media
