User_ID,Page_views,Unique_visitors,Bounce_rate,Average_session_duration,Date,Products,Conversion_rate,Conversion_path,Conversion_value,Device,Traffic_source,Age,Gender,Country,Income,Product_views,Cart_abandonment,Product_reviews,Page
5e9b5741-7476-4587-96b0-6bac18160970,80,18,12,56.76,2020-01-01,Cozy Sweater,4.5108,https://Yourclothingbrand.com/store/sweaters,93.1,Desktop,Paid Advertising,44,Male,Finland,486.24,20,19,4,sweater
d0fe9869-238b-48e3-99b9-ea4389358b41,72,67,38,59.29,2020-01-01,New Arrivals,8.792,https://Yourclothingbrand.com/home,160.65,Desktop,Organic Search,54,Female,South Korea,789.45,11,9,0,home
51219563-b540-454b-872a-d9ca43ff6ceb,43,24,29,94.98,2020-01-01,Bomber Jacket,6.9894,https://Yourclothingbrand.com/store/jackets,91.35,Desktop,Paid Advertising,21,Female,South Korea,544.7,25,29,2,jacket
0d48a0c5-4e6c-40d6-a4b0-4ab26494232f,51,29,30,45.6,2020-01-01,Chic Accessories,10.3936,https://Yourclothingbrand.com/store/accessories,172.48,Desktop,Paid Advertising,22,Female,Austria,827.14,24,14,5,accessories
6c6f5d02-f2c7-46f4-a85c-1ab12dd72e63,42,51,25,81.27,2020-01-01,Designer Wallet,11.0922,https://Yourclothingbrand.com/store/wallets,135.66,Desktop,Organic Search,62,Female,Canada,272.7,20,6,2,wallet
899744a3-c606-4eba-b6da-e3b0a0cffc95,38,18,38,101.31,2020-01-01,Running Activewear,5.4636000000000005,https://Yourclothingbrand.com/store/activewear,66.7,Desktop,Social Media,20,Female,Austria,331.23,21,19,0,activewear
87923f8c-c622-4541-b159-5bb1da08bad8,38,52,18,75.83,2020-01-01,Featured Products,7.0992,https://Yourclothingbrand.com/home,197.71,Desktop,Paid Advertising,60,Female,Australia,223.05,9,11,1,home
e2f10eba-86c0-4f9b-9ce7-fc9eb88af156,34,39,27,71.71,2020-01-01,Cozy Sweater,8.520199999999999,https://Yourclothingbrand.com/store/sweaters,165.49,Desktop,Paid Advertising,35,Female,Singapore,202.4,28,22,2,sweater
ca07c9c6-af82-441a-94aa-c7b10c530de5,91,30,31,41.07,2020-01-01,Fashionable Outerwear,5.4708,https://Yourclothingbrand.com/store/outerwear,194.27,Mobile,Social Media,23,Female,Ireland,821.17,21,3,5,outerwear
3a672b16-3caf-4ba9-b958-44b463c764aa,34,18,13,43.39,2020-01-01,Leather Jacket,4.082400000000001,https://Yourclothingbrand.com/store/jackets,78.27,Mobile,Social Media,50,Female,Netherlands,585.59,21,19,2,jacket
62e83418-60cf-452b-9900-2fe18756f10f,76,47,18,45.73,2020-01-01,Basic T-Shirt,10.8,https://Yourclothingbrand.com/store/t-shirts,113.43,Desktop,Paid Advertising,63,Female,Canada,923.29,17,28,0,t-shirt
6d1ff47a-8a2b-47da-8648-99c4a9656cb9,90,11,16,110.53,2020-01-01,Cat-Eye Sunglasses,6.934200000000001,https://Yourclothingbrand.com/store/sunglasses,173.08,Desktop,Social Media,20,Female,Germany,236.73,5,17,2,sunglasses
b6c4af51-6ad1-406c-80dd-5be281ae958f,81,65,6,96.83,2020-01-01,Slim Wallet,7.939100000000001,https://Yourclothingbrand.com/store/wallets,185.3,Desktop,Paid Advertising,52,Male,South Korea,266.57,25,27,3,wallet
97a3bc8c-f994-4466-b7b4-922b66489d7c,51,55,26,60.09,2020-01-01,Plaid Shirt,4.6458,https://Yourclothingbrand.com/store/shirts,159.17,Mobile,Paid Advertising,30,Female,Austria,864.17,18,27,3,shirt
dbf072d2-1c9c-49e5-9fed-69b177746fac,67,62,35,63.02,2020-01-01,Woolen Scarf,10.6862,https://Yourclothingbrand.com/store/scarves,162.17,Desktop,Paid Advertising,26,Male,France,895.4,1,5,3,scarf
d76e5075-9201-4870-948e-7d148773d567,97,59,28,115.5,2020-01-01,Denim Shorts,2.8141000000000003,https://Yourclothingbrand.com/store/shorts,84.7,Mobile,Social Media,21,Male,Nigeria,302.46,20,2,2,shorts
06e65e07-533d-4c48-892d-8c0fe7b35618,27,54,7,63.48,2020-01-01,Basic T-Shirt,1.978,https://Yourclothingbrand.com/store/t-shirts,151.29,Mobile,Social Media,64,Female,Nigeria,541.04,29,2,2,t-shirt
b9fee81d-11ca-49d6-82c3-dee42b2e4ebc,16,38,36,104.27,2020-01-01,Patterned Socks,4.938899999999999,https://Yourclothingbrand.com/store/socks,162.88,Desktop,Social Media,64,Female,Germany,552.26,27,29,1,socks
22fae076-63b0-4c41-8fcf-a78b70dfb8c9,11,57,25,79.34,2020-01-01,Fun Socks,5.0615,https://Yourclothingbrand.com/store/socks,182.01,Mobile,Paid Advertising,30,Female,Netherlands,998.6,19,2,3,socks
989fecd1-60bd-43aa-a03e-4e91fc73ab37,87,28,22,44.93,2020-01-01,Chic Accessories,5.5104,https://Yourclothingbrand.com/store/accessories,154.52,Mobile,Social Media,39,Female,Singapore,756.51,1,17,4,accessories
de2e73d1-6d24-4672-9d7c-8c5b80ab9013,95,29,34,117.71,2020-01-01,Skinny Jeans,1.2648,https://Yourclothingbrand.com/store/jeans,128.56,Mobile,Social Media,24,Male,Germany,986.22,16,24,3,jeans
e21adae4-b054-4070-8809-3df6029f4ae2,18,13,28,57.94,2020-01-01,Support Email,7.7197,https://Yourclothingbrand.com/contacts,71.6,Desktop,Paid Advertising,40,Female,Nigeria,799.69,6,28,3,contact
9a190301-96cf-4db8-b5e3-fd6693686a0e,68,35,10,54.83,2020-01-01,Pleated Skirt,5.8158,https://Yourclothingbrand.com/store/skirts,142.83,Desktop,Social Media,56,Female,Germany,715.57,6,3,3,skirt
f4ccbf69-cfdc-4077-8aad-8c0f3f96e6b2,42,69,18,87.99,2020-01-01,Inquiry Form,5.1708,https://Yourclothingbrand.com/contacts,99.12,Desktop,Social Media,56,Female,Austria,764.71,16,21,3,contact
758cfa05-2925-4e0c-8761-c091aecef3c3,88,35,27,111.74,2020-01-01,Classic Jeans,9.2516,https://Yourclothingbrand.com/store/jeans,83.74,Desktop,Paid Advertising,35,Male,Australia,348.96,9,8,5,jeans
97143299-77b8-46f2-a73c-57b12a00df31,29,60,20,33.81,2020-01-01,Special Offers,15.9588,https://Yourclothingbrand.com/home,111.96,Desktop,Organic Search,35,Male,Germany,809.12,22,25,1,home
d726e476-750c-44d1-bba2-3166b282bab7,32,39,34,79.84,2020-01-01,Cat-Eye Sunglasses,5.563199999999999,https://Yourclothingbrand.com/store/sunglasses,146.8,Mobile,Paid Advertising,42,Female,Finland,497.65,23,13,2,sunglasses
dccbb984-47b0-464d-bca7-56b5bf32b233,10,39,24,110.92,2020-01-01,Denim Shirt,10.4676,https://Yourclothingbrand.com/store/shirts,165.44,Desktop,Organic Search,43,Female,UK,652.19,4,18,4,shirt
955e1f32-a446-44c2-a1d8-e7c0e5ddf558,49,59,5,83.11,2020-01-01,Meet the Team,6.016,https://Yourclothingbrand.com/about-us,79.91,Desktop,Social Media,25,Male,Netherlands,219.56,29,23,2,about us
2c1ede10-d29a-46fb-a09f-9ea9dc0701a2,90,39,22,31.72,2020-01-01,Bohemian Accessories,4.4732,https://Yourclothingbrand.com/store/accessories,160.94,Mobile,Organic Search,46,Male,Ireland,736.39,28,3,4,accessories
258c930d-16fd-4897-9ee3-47b91b5bcf04,64,59,20,66.2,2020-01-01,Slim Wallet,10.7457,https://Yourclothingbrand.com/store/wallets,134.76,Desktop,Organic Search,37,Female,Australia,652.51,17,7,1,wallet
f8446393-b630-4e9d-a827-071a327d6e05,37,13,30,46.48,2020-01-01,Graphic T-Shirt,5.58,https://Yourclothingbrand.com/store/t-shirts,106.58,Desktop,Paid Advertising,50,Male,Austria,658.63,15,30,4,t-shirt
c22c0803-a36c-420e-aa66-84020f352e23,88,19,31,76.41,2020-01-01,Floral Dress,5.404,https://Yourclothingbrand.com/store/dresses,61.12,Mobile,Social Media,36,Male,UK,594.88,27,17,5,dress
1be48593-37bb-4338-90c8-dc57767b5ce5,43,18,38,48.71,2020-01-01,Cozy Sweater,5.9343,https://Yourclothingbrand.com/store/sweaters,184.62,Desktop,Social Media,38,Male,Netherlands,729.24,18,13,1,sweater
040bfa26-d0b2-4c80-83c6-110c1f27875e,59,23,39,103.7,2020-01-01,Leather Wallet,3.6663,https://Yourclothingbrand.com/store/wallets,168.3,Desktop,Paid Advertising,56,Female,Germany,902.35,10,4,3,wallet
0e841a68-2605-4ddb-b002-f2e4c2cbfad7,17,63,16,60.89,2020-01-01,Chic Accessories,11.9756,https://Yourclothingbrand.com/store/accessories,60.5,Desktop,Organic Search,37,Male,Nigeria,927.77,8,6,2,accessories
94e5c3cb-6049-4186-a99f-43c2d232da94,55,32,36,45.54,2020-01-01,Meet the Team,9.06,https://Yourclothingbrand.com/about-us,138.05,Desktop,Paid Advertising,63,Female,Nigeria,857.98,8,5,3,about us
c2b638e7-5750-4cd7-a307-81316f7d5169,23,24,12,118.08,2020-01-01,Fashion Consultation,5.311,https://Yourclothingbrand.com/services,175.39,Mobile,Paid Advertising,67,Female,Ireland,818.56,17,13,2,services
3e28aad9-9073-4e98-84fc-90541c58be3f,89,12,15,112.87,2020-01-01,Dainty Jewelry,8.4331,https://Yourclothingbrand.com/store/jewelry,166.52,Desktop,Paid Advertising,28,Male,New Zealand,686.07,30,27,3,jewelry
eccad224-8e62-40ef-bfee-edd0cf559827,50,63,16,37.21,2020-01-01,Comfy Shorts,2.6208,https://Yourclothingbrand.com/store/shorts,82.42,Mobile,Social Media,26,Female,France,508.97,3,15,5,shorts
8da211a5-5c83-448f-8bd4-896a93ec295f,88,46,15,65.15,2020-01-01,Floral Dress,12.101400000000002,https://Yourclothingbrand.com/store/dresses,155.53,Desktop,Paid Advertising,57,Female,Germany,530.61,14,27,3,dress
17069a68-80b7-40e0-86c7-a6e855086689,32,67,19,36.93,2020-01-01,Stylish Jacket,10.78,https://Yourclothingbrand.com/store/jackets,121.16,Desktop,Organic Search,64,Female,Singapore,285.54,21,13,5,jacket
b09a4ba5-c8f9-4a73-9af2-add570d2668c,81,63,30,98.75,2020-01-01,Formal Shirt,9.3906,https://Yourclothingbrand.com/store/shirts,152.49,Desktop,Organic Search,69,Female,Nigeria,205.36,2,27,3,shirt
ee489d78-64e8-44fe-9cd5-fe96d25e835e,56,60,15,31.1,2020-01-01,Lightweight Outerwear,4.6305,https://Yourclothingbrand.com/store/outerwear,150.98,Desktop,Social Media,28,Female,South Korea,388.04,17,17,1,outerwear
ec6016c9-f0cc-4e26-90c1-5e7bf7e0a402,100,18,9,116.05,2020-01-01,Pleated Skirt,11.9805,https://Yourclothingbrand.com/store/skirts,108.71,Desktop,Paid Advertising,22,Female,Ireland,970.72,23,22,1,skirt
d445f9ab-9c97-4d2c-a4af-f35e062a0d03,10,20,30,74.28,2020-01-01,Personal Styling,6.766500000000001,https://Yourclothingbrand.com/services,130.42,Desktop,Social Media,59,Male,Austria,374.72,11,28,4,services
5418eaf5-c0a4-4d51-b8ff-72ce02dd8c5d,88,35,26,92.33,2020-01-01,Stylish Jacket,7.8408,https://Yourclothingbrand.com/store/jackets,80.0,Desktop,Social Media,21,Female,France,668.66,11,11,3,jacket
6b957f70-eb24-4e54-9473-4b367b08da60,88,33,11,37.36,2020-01-01,Stylish Hat,13.9356,https://Yourclothingbrand.com/store/hats,170.27,Desktop,Organic Search,62,Female,Ireland,276.02,4,26,1,hat
9de4387a-a4cd-48a8-b7b6-630e72f252cd,40,68,16,52.48,2020-01-01,Basic T-Shirt,3.4560000000000004,https://Yourclothingbrand.com/store/t-shirts,157.66,Mobile,Paid Advertising,33,Female,USA,924.32,22,16,5,t-shirt
7129e0b7-3883-45be-9b63-465fa9974da4,38,36,9,40.09,2020-01-01,Customer Service,15.4869,https://Yourclothingbrand.com/contacts,159.58,Desktop,Organic Search,62,Female,South Korea,902.24,6,24,2,contact
9fad501e-4014-41be-aa04-32e112ff2c3e,97,34,17,55.43,2020-01-01,Slim Wallet,4.8199,https://Yourclothingbrand.com/store/wallets,179.28,Desktop,Social Media,33,Female,Australia,736.64,24,24,1,wallet
a34ebd3a-8988-49fe-bdd3-3e857fdcb722,79,55,18,76.07,2020-01-01,Comfy Shorts,11.2632,https://Yourclothingbrand.com/store/shorts,190.61,Desktop,Paid Advertising,32,Male,Germany,983.6,13,17,3,shorts
98dc06d2-7510-4b11-a972-d05a9c7e3166,25,51,8,75.2,2020-01-01,Slim Wallet,5.0625,https://Yourclothingbrand.com/store/wallets,127.42,Mobile,Organic Search,24,Female,Australia,354.23,25,7,5,wallet
39297932-57a2-4f4b-98e7-c40a6d50a6eb,29,14,10,32.86,2020-01-01,Leather Wallet,8.66,https://Yourclothingbrand.com/store/wallets,170.51,Desktop,Organic Search,34,Male,New Zealand,262.03,7,7,3,wallet
4d0b066d-0c6a-4917-8a8e-a15f87a2889b,62,50,39,97.76,2020-01-01,Glamorous Accessories,17.649,https://Yourclothingbrand.com/store/accessories,57.89,Desktop,Organic Search,23,Female,Ireland,554.12,12,26,2,accessories
94954b65-dbdd-4ffa-9c60-39da62d777af,92,45,10,119.1,2020-01-01,Formal Shirt,5.832,https://Yourclothingbrand.com/store/shirts,161.32,Mobile,Paid Advertising,40,Male,South Korea,589.19,19,16,3,shirt
18c52cdc-6f92-4718-a8d3-78981bf1ee5b,45,13,31,94.21,2020-01-01,Ripped Jeans,5.1067,https://Yourclothingbrand.com/store/jeans,129.39,Mobile,Organic Search,27,Male,Singapore,922.32,3,22,5,jeans
2da1aaf4-2cd3-4de9-acb0-81045673cf7e,93,65,8,34.28,2020-01-01,Midi Skirt,4.9852,https://Yourclothingbrand.com/store/skirts,101.11,Desktop,Social Media,67,Male,New Zealand,952.46,2,22,1,skirt
626ccbcf-5b7d-4e81-8368-aa7db314fca1,34,36,18,62.41,2020-01-01,Floral Dress,15.9711,https://Yourclothingbrand.com/store/dresses,56.54,Desktop,Organic Search,27,Male,Singapore,846.25,20,16,1,dress
6adbb87c-f059-4099-8df8-b5d81e77b7d2,55,59,18,64.19,2020-01-01,Designer Wallet,3.9186,https://Yourclothingbrand.com/store/wallets,184.41,Desktop,Social Media,32,Male,Australia,683.07,14,21,3,wallet
e9562d34-9e2c-41c4-946d-8d2ee3bd914c,63,47,32,99.47,2020-01-01,Winter Outerwear,3.069,https://Yourclothingbrand.com/store/outerwear,127.69,Mobile,Social Media,34,Female,Netherlands,985.95,8,25,2,outerwear
a2484883-c66a-4359-b26b-4f00d77c58b6,30,47,25,118.14,2020-01-01,Classic Jeans,5.8557,https://Yourclothingbrand.com/store/jeans,120.94,Desktop,Social Media,63,Female,Germany,256.61,4,8,3,jeans
92c1d7c8-92ed-46f4-a11c-888de25e8ded,78,39,8,32.72,2020-01-01,Sporty Shorts,11.1896,https://Yourclothingbrand.com/store/shorts,172.51,Mobile,Organic Search,61,Female,Ireland,459.75,26,11,4,shorts
dedeaf44-5e21-41e3-900e-2cccb7b8eed2,53,19,14,53.48,2020-01-01,Denim Shorts,4.8822,https://Yourclothingbrand.com/store/shorts,170.0,Desktop,Social Media,67,Male,Nigeria,884.05,27,14,4,shorts
c830bbf5-533c-4692-bf8f-e65245451264,75,44,30,61.09,2020-01-01,Plaid Shirt,7.0484,https://Yourclothingbrand.com/store/shirts,97.43,Mobile,Organic Search,66,Male,Canada,493.75,24,26,1,shirt
11257cb8-7e0d-4b16-af9a-0f62c10a76d0,16,56,14,66.08,2020-01-01,Dainty Jewelry,10.15,https://Yourclothingbrand.com/store/jewelry,195.26,Desktop,Paid Advertising,63,Male,New Zealand,718.66,30,25,1,jewelry
4f3d7182-e4f8-4b4a-95f6-8640f4a1bb64,28,18,30,99.47,2020-01-01,Denim Shorts,5.8295,https://Yourclothingbrand.com/store/shorts,196.95,Desktop,Social Media,23,Female,Singapore,729.53,4,29,3,shorts
f333b960-f4a0-47b7-bdf9-aa546cc1e7c5,65,32,12,48.96,2020-01-01,Designer Wallet,16.486400000000003,https://Yourclothingbrand.com/store/wallets,159.93,Desktop,Organic Search,35,Male,Nigeria,241.66,21,3,2,wallet
407782d0-6952-41fc-9a2a-879419cdc1f5,38,45,20,57.83,2020-01-01,Printed Scarf,10.793,https://Yourclothingbrand.com/store/scarves,64.08,Desktop,Organic Search,28,Male,Singapore,482.21,13,14,1,scarf
00856436-e8f3-493c-a806-b4e77fe2ddf7,32,19,31,90.31,2020-01-01,Glamorous Accessories,14.3678,https://Yourclothingbrand.com/store/accessories,141.1,Desktop,Organic Search,21,Female,Singapore,934.9,20,3,3,accessories
d66395e9-25d6-496b-a2ad-563fdc40b84b,100,45,32,40.22,2020-01-01,Vintage T-Shirt,7.887,https://Yourclothingbrand.com/store/t-shirts,145.17,Desktop,Paid Advertising,56,Female,New Zealand,768.43,19,26,1,t-shirt
440e917c-bd67-430d-90b5-fbbc5dc29e4e,25,34,21,100.6,2020-01-01,Pleated Skirt,11.3032,https://Yourclothingbrand.com/store/skirts,87.85,Desktop,Paid Advertising,68,Male,France,666.11,2,4,0,skirt
b5b84242-902b-484c-bcd6-367bc03b9dd8,75,41,18,72.96,2020-01-01,Basic T-Shirt,2.3213,https://Yourclothingbrand.com/store/t-shirts,117.95,Mobile,Paid Advertising,62,Female,Netherlands,481.34,27,30,1,t-shirt
d47e5eb7-ebf0-4248-b3cd-51fb0f454908,16,36,37,79.34,2020-01-01,Statement Jewelry,6.6054,https://Yourclothingbrand.com/store/jewelry,76.72,Desktop,Organic Search,42,Female,Germany,738.22,6,13,0,jewelry
d19b68ac-322d-4f8e-99ea-58fe01ef1d29,56,25,19,30.56,2020-01-01,Fedora Hat,6.9915,https://Yourclothingbrand.com/store/hats,52.27,Desktop,Social Media,27,Male,South Korea,849.31,16,19,5,hat
525287b3-68a4-4529-9903-a13723c40901,88,29,12,65.6,2020-01-01,Company History,6.88,https://Yourclothingbrand.com/about-us,193.15,Desktop,Social Media,34,Male,Finland,882.14,14,27,2,about us
fae83497-4eb2-4955-901d-0924d1cabcb7,52,23,38,110.04,2020-01-01,Cashmere Sweater,9.4842,https://Yourclothingbrand.com/store/sweaters,146.39,Desktop,Social Media,33,Female,Germany,217.61,8,3,2,sweater
1a3c2efd-4c79-422f-8588-e19e91b79490,54,51,12,102.89,2020-01-01,Sporty Shorts,3.812100000000001,https://Yourclothingbrand.com/store/shorts,163.17,Mobile,Social Media,66,Female,Netherlands,734.37,24,29,4,shorts
facdc266-d3d1-4733-b7fe-13e5a9672411,75,46,28,92.62,2020-01-01,Statement Jewelry,5.5902,https://Yourclothingbrand.com/store/jewelry,116.71,Mobile,Organic Search,65,Male,Australia,658.98,13,1,1,jewelry
28701c49-c556-43d1-840c-936c25226617,61,15,8,58.78,2020-01-01,Elegant Sneaker,4.3808,https://Yourclothingbrand.com/store/sneakers,102.67,Mobile,Paid Advertising,21,Male,Singapore,861.71,12,28,0,sneaker
79c031de-2303-465d-a2c8-bda074914576,60,66,37,75.14,2020-01-01,Formal Shirt,8.1774,https://Yourclothingbrand.com/store/shirts,76.96,Desktop,Social Media,64,Female,Finland,351.09,10,9,3,shirt
807b68d7-5787-4585-a12a-8ee67cf52b89,38,57,8,111.58,2020-01-01,Leather Jacket,2.9987,https://Yourclothingbrand.com/store/jackets,74.64,Mobile,Social Media,66,Female,Nigeria,918.11,20,3,0,jacket
dc472332-9226-4220-b099-c7e5edbdee16,74,10,12,88.61,2020-01-01,Comfy Sneaker,14.52,https://Yourclothingbrand.com/store/sneakers,175.09,Desktop,Organic Search,49,Female,Austria,824.46,14,4,2,sneaker
cfbf554c-c91f-42af-9712-274e9d47d690,65,45,29,94.21,2020-01-01,Glamorous Accessories,10.3966,https://Yourclothingbrand.com/store/accessories,85.8,Desktop,Paid Advertising,22,Female,Australia,763.65,13,4,0,accessories
cbe0caa5-781b-4ab9-a601-07a36c86f874,46,19,36,49.31,2020-01-01,Ripped Jeans,10.312399999999998,https://Yourclothingbrand.com/store/jeans,52.17,Desktop,Paid Advertising,56,Female,Nigeria,854.2,7,29,2,jeans
9d7930bb-d3ad-4309-851e-6e93e9e7821e,23,25,19,106.66,2020-01-01,Silk Scarf,13.1035,https://Yourclothingbrand.com/store/scarves,74.27,Desktop,Organic Search,32,Female,New Zealand,713.16,13,6,1,scarf
97502a4b-52e5-484c-82b4-116877cc3585,10,63,9,33.27,2020-01-01,Plaid Shirt,4.7268,https://Yourclothingbrand.com/store/shirts,171.83,Desktop,Paid Advertising,33,Female,Nigeria,803.81,18,26,3,shirt
563867af-4737-4ec9-89a2-1c2053e1bcc7,24,47,20,119.63,2020-01-01,Sporty Activewear,9.3751,https://Yourclothingbrand.com/store/activewear,154.52,Desktop,Paid Advertising,39,Female,Ireland,432.69,17,19,5,activewear
257709b8-8e55-4c97-b187-96eb47fb96b3,90,21,26,100.48,2020-01-01,Vintage T-Shirt,7.502000000000001,https://Yourclothingbrand.com/store/t-shirts,186.14,Desktop,Organic Search,28,Female,Germany,991.89,11,17,2,t-shirt
c7026a91-99b2-4c21-a27a-1bcba4725eaa,38,52,30,80.38,2020-01-01,Support Email,8.2748,https://Yourclothingbrand.com/contacts,182.76,Desktop,Paid Advertising,66,Male,New Zealand,927.82,25,3,5,contact
792fb45d-ec03-4958-a921-e912c672998c,90,58,24,36.15,2020-01-01,Meet the Team,5.5484,https://Yourclothingbrand.com/about-us,138.48,Mobile,Organic Search,20,Female,USA,582.83,14,29,0,about us
f8d6f0b2-8deb-403f-ab97-b3ed2dfe6bd8,74,45,14,81.26,2020-01-01,Special Offers,6.7784,https://Yourclothingbrand.com/home,131.6,Mobile,Organic Search,24,Male,USA,282.68,20,10,2,home
e832737c-7f67-4d55-aecb-59fc6fc07137,95,54,39,55.07,2020-01-01,Tote Handbag,6.7875000000000005,https://Yourclothingbrand.com/store/handbags,128.05,Desktop,Social Media,52,Male,UK,361.62,14,16,1,handbag
c249993c-7cdf-472b-87a1-8d70044b28c8,10,64,7,84.49,2020-01-01,Comfy Shorts,12.5307,https://Yourclothingbrand.com/store/shorts,74.54,Desktop,Organic Search,65,Female,Australia,813.39,10,18,4,shorts
f0ff6462-1748-4e55-b0c7-ee57ae245a1d,38,43,6,47.23,2020-01-01,Lightweight Outerwear,12.2032,https://Yourclothingbrand.com/store/outerwear,150.71,Desktop,Organic Search,27,Male,South Korea,629.86,13,9,4,outerwear
8c6c9593-04a3-4506-a497-9cc6487eabbe,32,25,24,51.11,2020-01-01,Denim Shorts,5.2392,https://Yourclothingbrand.com/store/shorts,176.59,Mobile,Organic Search,53,Female,Canada,978.29,25,30,3,shorts
1c60a20e-8b41-4c88-86d7-1abcd873500c,85,25,30,30.08,2020-01-01,Stylish Jacket,1.9536,https://Yourclothingbrand.com/store/jackets,86.22,Mobile,Social Media,19,Female,Finland,689.88,18,1,1,jacket
753bc655-fe14-460a-a288-5e23afb1ad8d,21,26,37,74.86,2020-01-01,Fedora Hat,6.662100000000001,https://Yourclothingbrand.com/store/hats,168.98,Desktop,Social Media,54,Female,Germany,602.96,11,12,0,hat
89ca911c-dd5d-4992-9170-08e442753676,14,12,14,117.48,2020-01-01,Classic Jeans,6.8136,https://Yourclothingbrand.com/store/jeans,116.57,Mobile,Organic Search,42,Male,New Zealand,257.35,28,10,1,jeans
a2f67ce9-70ac-403b-a14f-697f921b25c4,59,25,33,58.33,2020-01-01,Fedora Hat,3.5964000000000005,https://Yourclothingbrand.com/store/hats,123.88,Desktop,Social Media,60,Female,Austria,986.0,7,22,1,hat
5a63c4e8-a21a-4c5b-be0f-b57b090b3ae4,83,26,29,90.12,2020-01-01,Fun Socks,9.0244,https://Yourclothingbrand.com/store/socks,132.65,Desktop,Paid Advertising,25,Female,New Zealand,883.65,5,11,3,socks
30f074f5-f05c-4c39-b748-7696bb9c3500,24,65,22,99.56,2020-01-01,Plaid Shirt,3.9556,https://Yourclothingbrand.com/store/shirts,111.82,Desktop,Paid Advertising,38,Male,New Zealand,952.83,20,2,3,shirt
670e7ac5-c9e5-4d58-8b7a-db914bc9d9c8,18,28,16,33.88,2020-01-01,Knitted Sweater,9.0468,https://Yourclothingbrand.com/store/sweaters,195.28,Desktop,Organic Search,37,Female,South Korea,631.59,2,7,4,sweater
0ee7781e-27ff-4341-9009-287a69d32741,60,15,38,88.17,2020-01-01,Lightweight Outerwear,8.68,https://Yourclothingbrand.com/store/outerwear,141.9,Desktop,Paid Advertising,35,Female,Ireland,481.73,3,7,2,outerwear
939edc8b-3be6-4b27-bc0b-038f7525dda0,16,58,28,30.17,2020-01-01,Maxi Dress,9.6784,https://Yourclothingbrand.com/store/dresses,109.86,Desktop,Paid Advertising,34,Male,Nigeria,607.21,21,4,0,dress
dd8942d5-02db-47ad-aa6a-a68b6b5e1061,67,57,34,85.66,2020-01-01,Boho Jewelry,5.9109,https://Yourclothingbrand.com/store/jewelry,147.04,Desktop,Social Media,64,Male,New Zealand,378.27,13,6,1,jewelry
